"year","dD","dTsVscales","yearSample"
-739973,-433.65,-7.59383083961913,"(-7.41e+05,-7.35e+05]"
-735331.5,-415.08,-4.69592803264498,"(-7.41e+05,-7.35e+05]"
-730996,-415.6,-4.77707555335724,"(-7.35e+05,-7.29e+05]"
-726492,-422.73,-5.8897329046618,"(-7.29e+05,-7.24e+05]"
-721561,-428.37,-6.76987139854086,"(-7.24e+05,-7.18e+05]"
-716497.5,-424.46,-6.15970446395449,"(-7.18e+05,-7.13e+05]"
-711925.5,-413.19,-4.40098800544083,"(-7.13e+05,-7.07e+05]"
-707834,-413.07,-4.38226165450723,"(-7.13e+05,-7.07e+05]"
-703884,-410.34,-3.95623717076789,"(-7.07e+05,-7.02e+05]"
-700148,-405.53,-3.20562260417954,"(-7.02e+05,-6.96e+05]"
-696545.5,-406.2,-3.31017806355879,"(-7.02e+05,-6.96e+05]"
-693035.5,-403.47,-2.88415357981946,"(-6.96e+05,-6.91e+05]"
-689655.5,-403.41,-2.87479040435267,"(-6.91e+05,-6.86e+05]"
-686296,-404.39,-3.02772227031037,"(-6.91e+05,-6.86e+05]"
-682788.5,-409.67,-3.85168171138865,"(-6.86e+05,-6.8e+05]"
-679091,-411.95,-4.20748237912699,"(-6.8e+05,-6.75e+05]"
-675206,-416.91,-4.98150488438234,"(-6.8e+05,-6.75e+05]"
-670962.5,-425.19,-6.27362309880054,"(-6.75e+05,-6.69e+05]"
-666505.5,-424.38,-6.14722022999876,"(-6.69e+05,-6.64e+05]"
-661979.5,-427.54,-6.64034747125015,"(-6.64e+05,-6.58e+05]"
-657162,-432.93,-7.48147273401756,"(-6.58e+05,-6.53e+05]"
-651856,-441.38,-8.80011994559169,"(-6.53e+05,-6.47e+05]"
-646435,-435.95,-7.95275256584642,"(-6.47e+05,-6.42e+05]"
-641378,-431.67,-7.28484604921479,"(-6.42e+05,-6.37e+05]"
-636477.5,-432.07,-7.34726721899344,"(-6.37e+05,-6.31e+05]"
-631327,-438.68,-8.37877704958575,"(-6.37e+05,-6.31e+05]"
-626371,-425.56,-6.3313626808458,"(-6.31e+05,-6.26e+05]"
-622502,-403.9,-2.95125633733151,"(-6.26e+05,-6.2e+05]"
-619393.5,-403.16,-2.835777173241,"(-6.2e+05,-6.15e+05]"
-616454.5,-399.16,-2.21156547545443,"(-6.2e+05,-6.15e+05]"
-613542.5,-402.79,-2.77803759119575,"(-6.15e+05,-6.09e+05]"
-610337,-413.49,-4.44780388277482,"(-6.15e+05,-6.09e+05]"
-606689.5,-421.89,-5.75864844812662,"(-6.09e+05,-6.04e+05]"
-602811,-423.15,-5.95527513292939,"(-6.04e+05,-5.99e+05]"
-598985.5,-421.74,-5.73524050945962,"(-6.04e+05,-5.99e+05]"
-595181.5,-423.63,-6.03018053666378,"(-5.99e+05,-5.93e+05]"
-591207.5,-427.39,-6.61693953258315,"(-5.93e+05,-5.88e+05]"
-587459.5,-414.07,-4.53831457895387,"(-5.88e+05,-5.82e+05]"
-584422,-398.73,-2.14446271794238,"(-5.88e+05,-5.82e+05]"
-581700,-403.22,-2.8451403487078,"(-5.82e+05,-5.77e+05]"
-578931,-402.97,-2.80612711759614,"(-5.82e+05,-5.77e+05]"
-576146.5,-404.53,-3.0495696797329,"(-5.77e+05,-5.71e+05]"
-573371.5,-403.5,-2.88883516755286,"(-5.77e+05,-5.71e+05]"
-570671,-400.97,-2.49402126870286,"(-5.71e+05,-5.66e+05]"
-568015,-401.98,-2.65163472239397,"(-5.71e+05,-5.66e+05]"
-565375.5,-400.96,-2.49246073945838,"(-5.66e+05,-5.6e+05]"
-562763,-400.84,-2.47373438852479,"(-5.66e+05,-5.6e+05]"
-560131.5,-403.08,-2.82329293928527,"(-5.6e+05,-5.55e+05]"
-557432.5,-405.2,-3.15412513911215,"(-5.6e+05,-5.55e+05]"
-554656,-407.86,-3.56922591814022,"(-5.55e+05,-5.5e+05]"
-551692,-415.23,-4.71933597131198,"(-5.55e+05,-5.5e+05]"
-548469,-420.96,-5.61351922839124,"(-5.5e+05,-5.44e+05]"
-545015,-427.17,-6.5826078892049,"(-5.5e+05,-5.44e+05]"
-541660,-418.03,-5.15628415976257,"(-5.44e+05,-5.39e+05]"
-538600,-416.07,-4.85042042784716,"(-5.39e+05,-5.33e+05]"
-535420.5,-424.74,-6.20339928279955,"(-5.39e+05,-5.33e+05]"
-531884.5,-432.21,-7.36911462841597,"(-5.33e+05,-5.28e+05]"
-528104.5,-434.28,-7.69214418202052,"(-5.33e+05,-5.28e+05]"
-524305.5,-433.02,-7.49551749721775,"(-5.28e+05,-5.22e+05]"
-520643,-429.67,-6.9727402003215,"(-5.22e+05,-5.17e+05]"
-517058.5,-431.16,-7.205259057747,"(-5.22e+05,-5.17e+05]"
-513730,-420.59,-5.55577964634598,"(-5.17e+05,-5.11e+05]"
-510725.5,-419.35,-5.36227402003215,"(-5.11e+05,-5.06e+05]"
-507810,-418.34,-5.20466056634103,"(-5.11e+05,-5.06e+05]"
-505015.5,-413.56,-4.45872758748609,"(-5.06e+05,-5.01e+05]"
-502338.5,-413.2,-4.40254853468529,"(-5.06e+05,-5.01e+05]"
-499643,-416.41,-4.90347842215902,"(-5.01e+05,-4.95e+05]"
-496859.5,-418.9,-5.29205020403115,"(-5.01e+05,-4.95e+05]"
-493966.5,-423.04,-5.93810931124026,"(-4.95e+05,-4.9e+05]"
-491003,-424.33,-6.13941758377642,"(-4.95e+05,-4.9e+05]"
-488148.5,-417.94,-5.14223939656238,"(-4.9e+05,-4.84e+05]"
-485457,-416.91,-4.98150488438234,"(-4.9e+05,-4.84e+05]"
-482810.5,-416.9,-4.97994435513787,"(-4.84e+05,-4.79e+05]"
-480230.5,-413.64,-4.47121182144181,"(-4.84e+05,-4.79e+05]"
-477752,-411.3,-4.10604797823667,"(-4.79e+05,-4.73e+05]"
-475343.5,-410.29,-3.94843452454557,"(-4.79e+05,-4.73e+05]"
-473025,-406.39,-3.33982811920366,"(-4.73e+05,-4.68e+05]"
-470792.5,-406.11,-3.2961333003586,"(-4.73e+05,-4.68e+05]"
-468509,-411.36,-4.11541115370347,"(-4.73e+05,-4.68e+05]"
-466111,-414.38,-4.58669098553233,"(-4.68e+05,-4.63e+05]"
-463573.5,-420.98,-5.61664028688018,"(-4.68e+05,-4.63e+05]"
-460956,-420.09,-5.47775318412266,"(-4.63e+05,-4.57e+05]"
-458366,-418.64,-5.25147644367503,"(-4.63e+05,-4.57e+05]"
-455521.5,-434.73,-7.76236799802152,"(-4.57e+05,-4.52e+05]"
-452413,-433.1,-7.50800173117349,"(-4.57e+05,-4.52e+05]"
-449206.5,-438.89,-8.41154816371954,"(-4.52e+05,-4.46e+05]"
-446078,-429.91,-7.0101929021887,"(-4.46e+05,-4.41e+05]"
-443056.5,-433.59,-7.58446766415233,"(-4.46e+05,-4.41e+05]"
-439997,-432.53,-7.41905156423889,"(-4.41e+05,-4.35e+05]"
-436925.5,-435.37,-7.86224186966736,"(-4.41e+05,-4.35e+05]"
-433633.5,-442.95,-9.04512303697291,"(-4.35e+05,-4.3e+05]"
-430191,-443.04,-9.05916780017312,"(-4.35e+05,-4.3e+05]"
-426957,-434.75,-7.76548905651044,"(-4.3e+05,-4.24e+05]"
-424299,-414.82,-4.65535427228885,"(-4.24e+05,-4.19e+05]"
-422295,-397.19,-1.90414121429454,"(-4.24e+05,-4.19e+05]"
-420526,-402.62,-2.75150859403981,"(-4.24e+05,-4.19e+05]"
-418764,-400.21,-2.3754210461234,"(-4.19e+05,-4.14e+05]"
-417101.5,-395.56,-1.64977494744652,"(-4.19e+05,-4.14e+05]"
-415543.5,-392.29,-1.139481884506,"(-4.19e+05,-4.14e+05]"
-414029,-393.15,-1.2736873995301,"(-4.19e+05,-4.14e+05]"
-412544,-391.78,-1.0598948930382,"(-4.14e+05,-4.08e+05]"
-411099.5,-390.62,-0.878873500680102,"(-4.14e+05,-4.08e+05]"
-409713,-386.61,-0.253101273649065,"(-4.14e+05,-4.08e+05]"
-408392.5,-384.31,0.105820452578215,"(-4.14e+05,-4.08e+05]"
-407118,-382.98,0.313370842092247,"(-4.08e+05,-4.03e+05]"
-405866,-383.34,0.257191789291463,"(-4.08e+05,-4.03e+05]"
-404618.5,-382.96,0.316491900581186,"(-4.08e+05,-4.03e+05]"
-403357.5,-385.39,-0.0627167058241569,"(-4.08e+05,-4.03e+05]"
-402084.5,-385.26,-0.042429825646094,"(-4.03e+05,-3.97e+05]"
-400793,-388.52,-0.551162359342148,"(-4.03e+05,-3.97e+05]"
-399462.5,-390.92,-0.925689378014096,"(-4.03e+05,-3.97e+05]"
-398078,-394.83,-1.53585631260046,"(-4.03e+05,-3.97e+05]"
-396652,-396.35,-1.77305675775937,"(-3.97e+05,-3.92e+05]"
-395199.5,-399.12,-2.20532335847657,"(-3.97e+05,-3.92e+05]"
-393677.5,-404.32,-3.01679856559911,"(-3.97e+05,-3.92e+05]"
-391997,-414.63,-4.62570421664399,"(-3.97e+05,-3.92e+05]"
-390113.5,-422.48,-5.85071967355014,"(-3.92e+05,-3.86e+05]"
-388083,-426.1,-6.41563126004699,"(-3.92e+05,-3.86e+05]"
-386171.5,-414.89,-4.66627797700012,"(-3.86e+05,-3.81e+05]"
-384390,-420.6,-5.55734017559045,"(-3.86e+05,-3.81e+05]"
-382567.5,-419.59,-5.39972672189934,"(-3.86e+05,-3.81e+05]"
-380771,-418.74,-5.2670817361197,"(-3.81e+05,-3.75e+05]"
-378908.5,-426.19,-6.42967602324718,"(-3.81e+05,-3.75e+05]"
-376905.5,-429.58,-6.9586954371213,"(-3.81e+05,-3.75e+05]"
-374817.5,-432.15,-7.35975145294917,"(-3.75e+05,-3.7e+05]"
-372831,-422.39,-5.83667491034994,"(-3.75e+05,-3.7e+05]"
-370949,-426.45,-6.47024978360331,"(-3.75e+05,-3.7e+05]"
-368940,-433.05,-7.50019908495115,"(-3.7e+05,-3.65e+05]"
-366848,-432.18,-7.36443304068257,"(-3.7e+05,-3.65e+05]"
-364774.5,-431.92,-7.32385928032645,"(-3.7e+05,-3.65e+05]"
-362681,-434.65,-7.74988376406578,"(-3.65e+05,-3.59e+05]"
-360499,-439.09,-8.44275874860887,"(-3.65e+05,-3.59e+05]"
-358225,-441.79,-8.86410164461481,"(-3.59e+05,-3.54e+05]"
-355941,-440.49,-8.66123284283418,"(-3.59e+05,-3.54e+05]"
-353766.5,-436.45,-8.03077902806974,"(-3.59e+05,-3.54e+05]"
-351744.5,-431.52,-7.26143811054779,"(-3.54e+05,-3.48e+05]"
-349786,-432.98,-7.48927538023989,"(-3.54e+05,-3.48e+05]"
-347738,-436.94,-8.10724496104859,"(-3.48e+05,-3.43e+05]"
-345578,-439.96,-8.57852479287745,"(-3.48e+05,-3.43e+05]"
-343363,-442.39,-8.95773339928279,"(-3.48e+05,-3.43e+05]"
-341287,-430.03,-7.02891925312229,"(-3.43e+05,-3.37e+05]"
-339603,-413.06,-4.38070112526276,"(-3.43e+05,-3.37e+05]"
-338251,-403.29,-2.85606405341907,"(-3.43e+05,-3.37e+05]"
-337104.5,-391.48,-1.01307901570422,"(-3.37e+05,-3.32e+05]"
-336145.5,-378.23,1.0546222332138,"(-3.37e+05,-3.32e+05]"
-335331.5,-369.24,2.45753802398912,"(-3.37e+05,-3.32e+05]"
-334578,-369.07,2.48406702114505,"(-3.37e+05,-3.32e+05]"
-333796.5,-377.78,1.1248460492148,"(-3.37e+05,-3.32e+05]"
-332924,-387.97,-0.465333250896502,"(-3.37e+05,-3.32e+05]"
-331964.5,-392.95,-1.24247681464078,"(-3.37e+05,-3.32e+05]"
-330983,-390.83,-0.911644614813893,"(-3.32e+05,-3.26e+05]"
-330006,-392.25,-1.13323976752813,"(-3.32e+05,-3.26e+05]"
-329015,-393.33,-1.3017769259305,"(-3.32e+05,-3.26e+05]"
-328008,-394.86,-1.54053790033387,"(-3.32e+05,-3.26e+05]"
-326996,-394.31,-1.45470879188821,"(-3.32e+05,-3.26e+05]"
-325965,-397.41,-1.93847285767281,"(-3.26e+05,-3.21e+05]"
-324899,-399.26,-2.22717076789909,"(-3.26e+05,-3.21e+05]"
-323778.5,-406.05,-3.2867701248918,"(-3.26e+05,-3.21e+05]"
-322566,-411.47,-4.13257697539261,"(-3.26e+05,-3.21e+05]"
-321253,-416.72,-4.95185482873748,"(-3.26e+05,-3.21e+05]"
-319833.5,-423.24,-5.96931989612959,"(-3.21e+05,-3.16e+05]"
-318399.5,-418.41,-5.21558427105231,"(-3.21e+05,-3.16e+05]"
-317078.5,-410.13,-3.9234660566341,"(-3.21e+05,-3.16e+05]"
-315833,-411.95,-4.20748237912699,"(-3.21e+05,-3.16e+05]"
-314567,-414.11,-4.54455669593174,"(-3.16e+05,-3.1e+05]"
-313224,-420.33,-5.51520588598985,"(-3.16e+05,-3.1e+05]"
-311774,-425.82,-6.37193644120192,"(-3.16e+05,-3.1e+05]"
-310230.5,-430.09,-7.03828242858909,"(-3.16e+05,-3.1e+05]"
-308648,-429.03,-6.87286632867565,"(-3.1e+05,-3.05e+05]"
-307049.5,-430.52,-7.10538518610114,"(-3.1e+05,-3.05e+05]"
-305551,-420.07,-5.47463212563373,"(-3.1e+05,-3.05e+05]"
-304154,-422.51,-5.85540126128354,"(-3.05e+05,-2.99e+05]"
-302716.5,-426.73,-6.51394460244837,"(-3.05e+05,-2.99e+05]"
-301227,-429.87,-7.00395078521083,"(-3.05e+05,-2.99e+05]"
-299756.5,-426.19,-6.42967602324718,"(-3.05e+05,-2.99e+05]"
-298282.5,-430.76,-7.14283788796834,"(-2.99e+05,-2.94e+05]"
-296793,-427.91,-6.69808705329541,"(-2.99e+05,-2.94e+05]"
-295346,-429.2,-6.89939532583158,"(-2.99e+05,-2.94e+05]"
-293875.5,-432.52,-7.41749103499443,"(-2.99e+05,-2.94e+05]"
-292436,-426.58,-6.49053666378137,"(-2.94e+05,-2.88e+05]"
-291127.5,-419.88,-5.44498206998887,"(-2.94e+05,-2.88e+05]"
-289958,-412.24,-4.25273772721652,"(-2.94e+05,-2.88e+05]"
-288817.5,-418.91,-5.29361073327563,"(-2.94e+05,-2.88e+05]"
-287631,-419.53,-5.39036354643254,"(-2.88e+05,-2.83e+05]"
-286432,-420.35,-5.51832694447879,"(-2.88e+05,-2.83e+05]"
-285193,-425.24,-6.28142574502287,"(-2.88e+05,-2.83e+05]"
-283899.5,-426.63,-6.49833931000371,"(-2.88e+05,-2.83e+05]"
-282551.5,-430.95,-7.1724879436132,"(-2.83e+05,-2.78e+05]"
-281161.5,-431.21,-7.21306170396933,"(-2.83e+05,-2.78e+05]"
-279751.5,-432.66,-7.43933844441697,"(-2.83e+05,-2.78e+05]"
-278260,-439.33,-8.48021145047607,"(-2.83e+05,-2.78e+05]"
-276696,-439.77,-8.54887473723259,"(-2.78e+05,-2.72e+05]"
-275136.5,-438.86,-8.40686657598615,"(-2.78e+05,-2.72e+05]"
-273564,-441.3,-8.78763571163596,"(-2.78e+05,-2.72e+05]"
-271963.5,-442.44,-8.96553604550513,"(-2.72e+05,-2.67e+05]"
-270390.5,-439.64,-8.52858785705453,"(-2.72e+05,-2.67e+05]"
-268878,-438.37,-8.33040064300729,"(-2.72e+05,-2.67e+05]"
-267421,-435.29,-7.84975763571163,"(-2.72e+05,-2.67e+05]"
-266041.5,-431.98,-7.33322245579325,"(-2.67e+05,-2.61e+05]"
-264746.5,-428.06,-6.72149499196241,"(-2.67e+05,-2.61e+05]"
-263504,-426.8,-6.52486830715964,"(-2.67e+05,-2.61e+05]"
-262210,-434.76,-7.76704958575491,"(-2.67e+05,-2.61e+05]"
-260879.5,-431.53,-7.26299863979225,"(-2.61e+05,-2.56e+05]"
-259566,-433.03,-7.49707802646222,"(-2.61e+05,-2.56e+05]"
-258289,-427.73,-6.66999752689502,"(-2.61e+05,-2.56e+05]"
-257044.5,-430.15,-7.04764560405589,"(-2.61e+05,-2.56e+05]"
-255750,-434.48,-7.72335476690986,"(-2.56e+05,-2.5e+05]"
-254440,-432.52,-7.41749103499443,"(-2.56e+05,-2.5e+05]"
-253128.5,-435.16,-7.82947075553357,"(-2.56e+05,-2.5e+05]"
-251799.5,-434.31,-7.69682576975392,"(-2.56e+05,-2.5e+05]"
-250488.5,-434.25,-7.68746259428712,"(-2.56e+05,-2.5e+05]"
-249247,-427.42,-6.62162112031656,"(-2.5e+05,-2.45e+05]"
-248101.5,-423.59,-6.02393841968591,"(-2.5e+05,-2.45e+05]"
-246971,-427.62,-6.65283170520588,"(-2.5e+05,-2.45e+05]"
-245886,-417.21,-5.02832076171633,"(-2.5e+05,-2.45e+05]"
-244944.5,-407.63,-3.53333374551749,"(-2.5e+05,-2.45e+05]"
-244122.5,-399.38,-2.24589711883269,"(-2.45e+05,-2.39e+05]"
-243407.5,-387.3,-0.360777791517248,"(-2.45e+05,-2.39e+05]"
-242762.5,-385.35,-0.0564745888462967,"(-2.45e+05,-2.39e+05]"
-242138.5,-384.36,0.0980178063558808,"(-2.45e+05,-2.39e+05]"
-241536.5,-381.26,0.581781872140477,"(-2.45e+05,-2.39e+05]"
-240922.5,-387.87,-0.449727958451834,"(-2.45e+05,-2.39e+05]"
-240247,-396.51,-1.79802522567083,"(-2.45e+05,-2.39e+05]"
-239516,-401.12,-2.51742920736985,"(-2.45e+05,-2.39e+05]"
-238736,-406.63,-3.37728082107085,"(-2.39e+05,-2.34e+05]"
-237921.5,-407.09,-3.4490651663163,"(-2.39e+05,-2.34e+05]"
-237091.5,-409.96,-3.89693705947817,"(-2.39e+05,-2.34e+05]"
-236251.5,-409.06,-3.75648942747619,"(-2.39e+05,-2.34e+05]"
-235406.5,-411.2,-4.09044268579201,"(-2.39e+05,-2.34e+05]"
-234526.5,-416.12,-4.85822307406949,"(-2.39e+05,-2.34e+05]"
-233591,-420.26,-5.50428218127859,"(-2.34e+05,-2.29e+05]"
-232604,-423.71,-6.04266477061951,"(-2.34e+05,-2.29e+05]"
-231556,-428.8,-6.83697415605292,"(-2.34e+05,-2.29e+05]"
-230466,-430.62,-7.12099047854581,"(-2.34e+05,-2.29e+05]"
-229352,-433.92,-7.63596512921973,"(-2.34e+05,-2.29e+05]"
-228245.5,-430.28,-7.06793248423395,"(-2.29e+05,-2.23e+05]"
-227121,-436.18,-7.98864473846915,"(-2.29e+05,-2.23e+05]"
-226031.5,-425.91,-6.38598120440213,"(-2.29e+05,-2.23e+05]"
-225025.5,-425.86,-6.37817855817979,"(-2.29e+05,-2.23e+05]"
-223946,-437.53,-8.19931618647211,"(-2.29e+05,-2.23e+05]"
-222759,-440.76,-8.70336713243477,"(-2.23e+05,-2.18e+05]"
-221568,-437.48,-8.19151354024978,"(-2.23e+05,-2.18e+05]"
-220415.5,-437.22,-8.15093977989366,"(-2.23e+05,-2.18e+05]"
-219337,-429.18,-6.89627426734265,"(-2.23e+05,-2.18e+05]"
-218370.5,-422.68,-5.88193025843947,"(-2.23e+05,-2.18e+05]"
-217481.5,-420.45,-5.53393223692345,"(-2.18e+05,-2.12e+05]"
-216635,-418,-5.15160257202918,"(-2.18e+05,-2.12e+05]"
-215829,-412.35,-4.26990354890565,"(-2.18e+05,-2.12e+05]"
-215079.5,-406.3,-3.32578335600346,"(-2.18e+05,-2.12e+05]"
-214387.5,-402.01,-2.65631631012736,"(-2.18e+05,-2.12e+05]"
-213732.5,-399.75,-2.30363670087795,"(-2.18e+05,-2.12e+05]"
-213071,-403.2,-2.84201929021887,"(-2.18e+05,-2.12e+05]"
-212380.5,-407.72,-3.5473785087177,"(-2.18e+05,-2.12e+05]"
-211685.5,-403.34,-2.86386669964139,"(-2.12e+05,-2.07e+05]"
-211005,-406.27,-3.32110176827006,"(-2.12e+05,-2.07e+05]"
-210342.5,-402.78,-2.77647706195127,"(-2.12e+05,-2.07e+05]"
-209696.5,-402.12,-2.67348213181649,"(-2.12e+05,-2.07e+05]"
-209052.5,-400.91,-2.48465809323606,"(-2.12e+05,-2.07e+05]"
-208408.5,-399.73,-2.30051564238902,"(-2.12e+05,-2.07e+05]"
-207752,-405.64,-3.22278842586867,"(-2.12e+05,-2.07e+05]"
-207081,-404.57,-3.05581179671077,"(-2.12e+05,-2.07e+05]"
-206410.5,-407.59,-3.52709162853962,"(-2.07e+05,-2.01e+05]"
-205730.5,-410.78,-4.02490045752441,"(-2.07e+05,-2.01e+05]"
-205037,-410.23,-3.93907134907877,"(-2.07e+05,-2.01e+05]"
-204337.5,-411.35,-4.11385062445901,"(-2.07e+05,-2.01e+05]"
-203622.5,-411.55,-4.14506120934834,"(-2.07e+05,-2.01e+05]"
-202863.5,-418.58,-5.24211326820823,"(-2.07e+05,-2.01e+05]"
-202075,-421.09,-5.6338061085693,"(-2.07e+05,-2.01e+05]"
-201281,-422.11,-5.79298009150488,"(-2.01e+05,-1.96e+05]"
